mode,source_name,run_time_sec,wall_time_utc,sample_count,decoded_state,status_text,ground_truth_state,jaw_confidence,jaw_onset_confidence,jaw_active_confidence,jaw_event_label,jaw_hold_active,hand_left_confidence,hand_right_confidence,hand_prediction,hand_margin,hand_agreed,hand_notes,hand_state,hand_ready,hand_enabled,jaw_enabled,stale_stream
REPLAY,HR-3-15-26-(03).csv,3.6920166015625,2026-04-14T22:28:25.338766+00:00,921,NEUTRAL,tracking,REST,0.358229355374849,0.16584155132408016,0.3004618131426396,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,3.7923431396484375,2026-04-14T22:28:25.340775+00:00,946,NEUTRAL,tracking,REST,0.3435012795393646,0.12450359337485896,0.2781134661732558,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,3.892669677734375,2026-04-14T22:28:25.342841+00:00,971,NEUTRAL,tracking,REST,0.31539914589929186,0.1436993293097804,0.28956193877718533,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,3.9929962158203125,2026-04-14T22:28:25.345257+00:00,996,NEUTRAL,tracking,REST,0.3517288301965843,0.16567894158822355,0.2983949680011697,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,4.09332275390625,2026-04-14T22:28:25.347586+00:00,1021,NEUTRAL,tracking,REST,0.33694782178679694,0.22652506338786124,0.23340785991985655,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,4.1936492919921875,2026-04-14T22:28:25.349688+00:00,1046,NEUTRAL,tracking,REST,0.35492359885215374,0.19781997556003586,0.28592746947254155,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,4.293975830078125,2026-04-14T22:28:25.351814+00:00,1071,NEUTRAL,tracking,REST,0.3126131601716886,0.16370623258152786,0.26498706854240595,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,4.3943023681640625,2026-04-14T22:28:25.353986+00:00,1096,NEUTRAL,tracking,REST,0.3373692080826045,0.1636822850226858,0.2894945295155243,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,4.49462890625,2026-04-14T22:28:25.356088+00:00,1121,NEUTRAL,tracking,REST,0.3418523858427712,0.13885987886486878,0.2871663181160304,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,4.5949554443359375,2026-04-14T22:28:25.358327+00:00,1146,NEUTRAL,tracking,REST,0.36291007215533533,0.16266651046497727,0.3043924201958918,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
